32 generic
5 9 2
5 10 0
5 11 0
5 12 2
5 13 0
5 14 1
5 15 0
5 16 0
5 17 2
5 18 1
5 19 4
5 20 1
5 21 0
5 22 0
5 23 3
5 24 4
5 25 4
5 26 2
5 27 0
5 28 0
5 29 1
5 30 1
5 31 0
6 0 3
6 1 2
6 2 0
6 3 2
6 4 1
6 5 0
6 6 1
6 7 5
6 8 0
6 9 0
6 10 2
6 11 1
6 12 4
6 13 0
6 14 0
6 15 0
6 16 0
6 17 0
6 18 0
6 19 3
6 20 5
6 21 0
6 22 0
6 23 0
6 24 3
6 25 5
6 26 0
6 27 4
6 28 0
6 29 0
6 30 0
6 31 0
7 0 4
7 1 0
7 2 4
7 3 0
7 4 0
7 5 0
7 6 4
7 7 0
7 8 3
7 9 0
7 10 5
7 11 0
7 12 2
7 13 2
7 14 0
7 15 2
7 16 2
7 17 0
7 18 0
7 19 0
7 20 4
7 21 0
7 22 4
7 23 3
7 24 4
7 25 0
7 26 4
7 27 0
7 28 0
7 29 0
7 30 0
7 31 0
8 0 1
8 1 0
8 2 0
8 3 0
8 4 1
8 5 2
8 6 0
8 7 4
8 8 0
8 9 5
8 10 0
8 11 4
8 12 4
8 13 0
8 14 0
8 15 1
8 16 0
8 17 0
8 18 4
8 19 0
8 20 0
8 21 5
8 22 0
8 23 0
8 24 0
8 25 5
8 26 0
8 27 0
8 28 0
8 29 0
8 30 0
8 31 4
9 0 0
9 1 5
9 2 0
9 3 0
9 4 5
9 5 0
9 6 0
9 7 4
9 8 3
9 9 0
9 10 0
9 11 0
9 12 0
9 13 4
9 14 0
9 15 5
9 16 4
9 17 0
9 18 0
9 19 0
9 20 5
9 21 0
9 22 2
9 23 4
9 24 0
9 25 0
9 26 0
9 27 0
9 28 0
9 29 3
9 30 0
9 31 5
10 0 5
10 1 0
10 2 2
10 3 0
10 4 1
10 5 2
10 6 0
10 7 0
10 8 1
10 9 0
10 10 0
10 11 0
10 12 0
10 13 1
10 14 4
10 15 0
10 16 3
10 17 0
10 18 5
10 19 0
10 20 1
10 21 0
10 22 1
10 23 0
10 24 2
10 25 2
10 26 1
10 27 0
10 28 3
10 29 0
10 30 2
10 31 4
11 0 0
11 1 3
11 2 0
11 3 5
11 4 0
11 5 2
11 6 0
11 7 0
11 8 0
11 9 2
11 10 1
11 11 3
11 12 1
11 13 1
11 14 4
11 15 3
11 16 0
11 17 4
11 18 0
11 19 4
11 20 0
11 21 0
11 22 4
11 23 1
11 24 4
11 25 1
11 26 0
11 27 0
11 28 0
11 29 0
11 30 0
11 31 1
12 0 5
12 1 1
12 2 0
12 3 0
12 4 4
12 5 1
12 6 0
12 7 0
12 8 0
12 9 0
12 10 1
12 11 3
12 12 5
12 13 0
12 14 0
12 15 0
12 16 1
12 17 0
12 18 4
12 19 0
12 20 1
12 21 1
12 22 3
12 23 5
12 24 0
12 25 3
12 26 0
12 27 3
12 28 0
12 29 4
12 30 0
12 31 1
13 0 0
13 1 0
13 2 3
13 3 0
13 4 0
13 5 0
13 6 0
13 7 0
13 8 0
13 9 4
13 10 0
13 11 0
13 12 0
13 13 1
13 14 0
13 15 5
13 16 3
13 17 0
13 18 0
13 19 0
13 20 5
13 21 0
13 22 0
13 23 0
13 24 4
13 25 2
13 26 3
13 27 0
13 28 0
13 29 1
13 30 3
13 31 0
14 0 0
14 1 0
14 2 5
14 3 0
14 4 0
14 5 3
14 6 0
14 7 0
14 8 1
14 9 0
14 10 2
14 11 0
14 12 0
14 13 2
14 14 0
14 15 0
14 16 0
14 17 5
14 18 2
14 19 2
14 20 0
14 21 0
14 22 4
14 23 2
14 24 5
14 25 0
14 26 2
14 27 0
14 28 0
14 29 2
14 30 0
14 31 0
15 0 0
15 1 0
15 2 3
15 3 0
15 4 3
15 5 2
15 6 0
15 7 0
15 8 0
15 9 0
15 10 0
15 11 3
15 12 0
15 13 0
15 14 0
15 15 0
15 16 0
15 17 0
15 18 2
15 19 0
15 20 4
15 21 0
15 22 0
15 23 0
15 24 1
15 25 0
15 26 0
15 27 0
15 28 0
15 29 0
15 30 0
15 31 0
16 0 0
16 1 0
16 2 0
16 3 0
16 4 3
16 5 0
16 6 0
16 7 2
16 8 0
16 9 1
16 10 2
16 11 3
16 12 3
16 13 1
16 14 0
16 15 0
16 16 0
16 17 0
16 18 0
16 19 2
16 20 1
16 21 3
16 22 1
16 23 0
16 24 0
16 25 0
16 26 0
16 27 3
16 28 0
16 29 0
16 30 5
16 31 0
17 0 0
17 1 4
17 2 3
17 3 2
17 4 0
17 5 2
17 6 0
17 7 0
17 8 0
17 9 0
17 10 3
17 11 4
17 12 0
17 13 0
17 14 0
17 15 2
17 16 0
17 17 1
17 18 4
17 19 0
17 20 5
17 21 0
17 22 5
17 23 1
17 24 0
17 25 0
17 26 2
17 27 0
17 28 2
17 29 0
17 30 0
17 31 0
18 0 0
18 1 4
18 2 5
18 3 1
18 4 0
18 5 3
18 6 1
18 7 5
18 8 0
18 9 0
18 10 0
18 11 0
18 12 2
18 13 5
18 14 4
18 15 3
18 16 0
18 17 0
18 18 0
18 19 3
18 20 5
18 21 3
18 22 2
18 23 0
18 24 5
18 25 2
18 26 1
18 27 0
18 28 0
18 29 2
18 30 0
18 31 0
19 0 0
19 1 0
19 2 0
19 3 4
19 4 0
19 5 5
19 6 0
19 7 0
19 8 4
19 9 5
19 10 0
19 11 3
19 12 0
19 13 0
19 14 0
19 15 0
19 16 0
19 17 0
19 18 1
19 19 2
19 20 3
19 21 1
19 22 0
19 23 1
19 24 0
19 25 2
19 26 5
19 27 1
19 28 0
19 29 0
19 30 0
19 31 3
20 0 0
20 1 0
20 2 0
20 3 0
20 4 5
20 5 3
20 6 3
20 7 0
20 8 0
20 9 0
20 10 5
20 11 5
20 12 5
20 13 5
20 14 4
20 15 5
20 16 0
20 17 0
20 18 2
20 19 3
20 20 0
20 21 0
20 22 0
20 23 2
20 24 0
20 25 4
20 26 0
20 27 2
20 28 1
20 29 2
20 30 0
20 31 0
21 0 0
21 1 0
21 2 2
21 3 3
21 4 4
21 5 0
21 6 1
21 7 5
21 8 5
21 9 0
21 10 0
21 11 0
21 12 2
21 13 2
21 14 0
21 15 0
21 16 0
21 17 0
21 18 5
21 19 0
21 20 3
21 21 1
21 22 5
21 23 0
21 24 5
21 25 0
21 26 0
21 27 0
21 28 1
21 29 5
21 30 3
21 31 3
22 0 0
22 1 0
22 2 0
22 3 0
22 4 4
22 5 1
22 6 0
22 7 2
22 8 3
22 9 0
22 10 0
22 11 1
22 12 0
22 13 2
22 14 0
22 15 0
22 16 0
22 17 0
22 18 2
22 19 2
22 20 5
22 21 0
22 22 0
22 23 0
22 24 0
22 25 0
22 26 0
22 27 0
22 28 0
22 29 4
22 30 0
22 31 0
23 0 0
23 1 0
23 2 0
23 3 5
23 4 0
23 5 0
23 6 1
23 7 0
23 8 0
23 9 0
23 10 0
23 11 0
23 12 4
23 13 1
23 14 0
23 15 1
23 16 0
23 17 0
23 18 2
23 19 0
23 20 4
23 21 0
23 22 1
23 23 0
23 24 0
23 25 3
23 26 1
23 27 0
23 28 0
23 29 0
23 30 0
23 31 0
24 0 5
24 1 2
24 2 3
24 3 0
24 4 3
24 5 0
24 6 0
24 7 1
24 8 3
24 9 3
24 10 0
24 11 0
24 12 0
24 13 0
24 14 0
24 15 0
24 16 0
24 17 0
24 18 0
24 19 5
24 20 0
24 21 0
24 22 3
24 23 0
24 24 4
24 25 0
24 26 3
24 27 2
24 28 3
24 29 0
24 30 0
24 31 4
25 0 0
25 1 0
25 2 4
25 3 0
25 4 0
25 5 0
25 6 5
25 7 5
25 8 2
25 9 0
25 10 0
25 11 4
25 12 1
25 13 0
25 14 0
25 15 5
25 16 0
25 17 5
25 18 2
25 19 0
25 20 5
25 21 0
25 22 0
25 23 1
25 24 0
25 25 4
25 26 0
25 27 4
25 28 2
25 29 1
25 30 0
25 31 1
26 0 0
26 1 0
26 2 0
26 3 0
26 4 0
26 5 0
26 6 5
26 7 0
26 8 0
26 9 5
26 10 0
26 11 5
26 12 4
26 13 4
26 14 5
26 15 0
26 16 0
26 17 0
26 18 1
26 19 3
26 20 0
26 21 0
26 22 2
26 23 0
26 24 0
26 25 0
26 26 4
26 27 2
26 28 2
26 29 0
26 30 0
26 31 3
27 0 3
27 1 0
27 2 0
27 3 1
27 4 0
27 5 2
27 6 0
27 7 0
27 8 0
27 9 4
27 10 3
27 11 0
27 12 1
27 13 3
27 14 1
27 15 0
27 16 0
27 17 0
27 18 4
27 19 0
27 20 1
27 21 0
27 22 0
27 23 0
27 24 2
27 25 0
27 26 0
27 27 5
27 28 2
27 29 0
27 30 2
27 31 0
28 0 0
28 1 1
28 2 0
28 3 0
28 4 4
28 5 0
28 6 0
28 7 0
28 8 0
28 9 0
28 10 0
28 11 2
28 12 0
28 13 5
28 14 1
28 15 3
28 16 4
28 17 3
28 18 5
28 19 1
28 20 0
28 21 2
28 22 1
28 23 1
28 24 1
28 25 0
28 26 0
28 27 0
28 28 0
28 29 2
28 30 3
28 31 5
29 0 0
29 1 0
29 2 5
29 3 0
29 4 4
29 5 0
29 6 3
29 7 0
29 8 0
29 9 0
29 10 4
29 11 4
29 12 0
29 13 4
29 14 0
29 15 0
29 16 3
29 17 0
29 18 5
29 19 2
29 20 0
29 21 0
29 22 0
29 23 4
29 24 4
29 25 5
29 26 0
29 27 0
29 28 0
29 29 2
29 30 1
29 31 0
30 0 1
30 1 0
30 2 5
30 3 0
30 4 0
30 5 0
30 6 0
30 7 0
30 8 2
30 9 5
30 10 4
30 11 5
30 12 4
30 13 3
30 14 5
30 15 0
30 16 5
30 17 0
30 18 5
30 19 0
30 20 5
30 21 0
30 22 1
30 23 0
30 24 0
30 25 2
30 26 4
30 27 5
30 28 2
30 29 2
30 30 0
30 31 2
31 0 3
31 1 0
31 2 0
31 3 0
31 4 3
31 5 0
31 6 4
31 7 0
31 8 1
31 9 4
31 10 3
31 11 0
31 12 4
31 13 3
31 14 5
31 15 0
31 16 1
31 17 0
31 18 1
31 19 1
31 20 5
31 21 1
31 22 0
31 23 3
31 24 0
31 25 1
31 26 0
31 27 0
31 28 0
31 29 0
31 30 0
31 31 0
