34 generic
5 22 0
5 23 2
5 24 0
5 25 4
5 26 2
5 27 0
5 28 4
5 29 5
5 30 1
5 31 0
5 32 1
5 33 0
6 0 3
6 1 5
6 2 5
6 3 1
6 4 2
6 5 2
6 6 0
6 7 3
6 8 0
6 9 1
6 10 0
6 11 1
6 12 4
6 13 2
6 14 0
6 15 4
6 16 2
6 17 2
6 18 5
6 19 1
6 20 0
6 21 3
6 22 1
6 23 4
6 24 5
6 25 1
6 26 1
6 27 2
6 28 1
6 29 0
6 30 2
6 31 1
6 32 0
6 33 4
7 0 0
7 1 2
7 2 2
7 3 0
7 4 1
7 5 3
7 6 4
7 7 4
7 8 1
7 9 0
7 10 3
7 11 5
7 12 3
7 13 4
7 14 3
7 15 3
7 16 4
7 17 4
7 18 2
7 19 1
7 20 0
7 21 4
7 22 0
7 23 4
7 24 3
7 25 2
7 26 4
7 27 5
7 28 1
7 29 4
7 30 0
7 31 0
7 32 1
7 33 1
8 0 1
8 1 5
8 2 2
8 3 1
8 4 2
8 5 2
8 6 3
8 7 0
8 8 0
8 9 2
8 10 0
8 11 4
8 12 0
8 13 0
8 14 1
8 15 0
8 16 1
8 17 4
8 18 4
8 19 4
8 20 4
8 21 0
8 22 1
8 23 4
8 24 0
8 25 0
8 26 2
8 27 5
8 28 1
8 29 0
8 30 0
8 31 5
8 32 0
8 33 3
9 0 3
9 1 1
9 2 2
9 3 1
9 4 1
9 5 0
9 6 3
9 7 5
9 8 1
9 9 2
9 10 5
9 11 1
9 12 0
9 13 0
9 14 0
9 15 5
9 16 1
9 17 4
9 18 3
9 19 5
9 20 2
9 21 5
9 22 3
9 23 1
9 24 5
9 25 1
9 26 5
9 27 3
9 28 2
9 29 3
9 30 5
9 31 0
9 32 1
9 33 0
10 0 5
10 1 0
10 2 0
10 3 0
10 4 4
10 5 5
10 6 3
10 7 1
10 8 0
10 9 1
10 10 5
10 11 5
10 12 4
10 13 0
10 14 1
10 15 2
10 16 0
10 17 2
10 18 3
10 19 0
10 20 1
10 21 1
10 22 4
10 23 3
10 24 4
10 25 2
10 26 1
10 27 0
10 28 0
10 29 3
10 30 5
10 31 1
10 32 3
10 33 0
11 0 3
11 1 0
11 2 0
11 3 4
11 4 3
11 5 0
11 6 5
11 7 2
11 8 3
11 9 3
11 10 4
11 11 3
11 12 1
11 13 1
11 14 0
11 15 0
11 16 0
11 17 3
11 18 4
11 19 4
11 20 0
11 21 4
11 22 1
11 23 3
11 24 3
11 25 5
11 26 2
11 27 0
11 28 2
11 29 4
11 30 3
11 31 0
11 32 2
11 33 4
12 0 5
12 1 2
12 2 0
12 3 0
12 4 3
12 5 4
12 6 3
12 7 1
12 8 3
12 9 4
12 10 0
12 11 0
12 12 3
12 13 1
12 14 2
12 15 3
12 16 4
12 17 3
12 18 5
12 19 4
12 20 2
12 21 3
12 22 2
12 23 3
12 24 0
12 25 1
12 26 0
12 27 0
12 28 4
12 29 0
12 30 5
12 31 4
12 32 3
12 33 2
13 0 3
13 1 3
13 2 4
13 3 0
13 4 3
13 5 1
13 6 3
13 7 2
13 8 1
13 9 4
13 10 5
13 11 1
13 12 0
13 13 0
13 14 0
13 15 2
13 16 2
13 17 1
13 18 0
13 19 1
13 20 5
13 21 0
13 22 2
13 23 2
13 24 0
13 25 0
13 26 3
13 27 5
13 28 4
13 29 5
13 30 3
13 31 1
13 32 5
13 33 0
14 0 2
14 1 2
14 2 5
14 3 3
14 4 2
14 5 3
14 6 5
14 7 4
14 8 4
14 9 0
14 10 5
14 11 2
14 12 0
14 13 0
14 14 0
14 15 3
14 16 1
14 17 1
14 18 1
14 19 0
14 20 2
14 21 3
14 22 0
14 23 3
14 24 0
14 25 4
14 26 5
14 27 2
14 28 0
14 29 1
14 30 2
14 31 3
14 32 0
14 33 2
15 0 4
15 1 0
15 2 2
15 3 0
15 4 0
15 5 0
15 6 0
15 7 1
15 8 0
15 9 0
15 10 0
15 11 1
15 12 5
15 13 0
15 14 3
15 15 2
15 16 0
15 17 0
15 18 3
15 19 0
15 20 1
15 21 1
15 22 2
15 23 0
15 24 4
15 25 0
15 26 0
15 27 1
15 28 0
15 29 0
15 30 4
15 31 0
15 32 3
15 33 0
16 0 5
16 1 3
16 2 4
16 3 3
16 4 0
16 5 1
16 6 3
16 7 3
16 8 0
16 9 4
16 10 3
16 11 2
16 12 2
16 13 3
16 14 4
16 15 1
16 16 5
16 17 2
16 18 2
16 19 4
16 20 2
16 21 1
16 22 4
16 23 0
16 24 0
16 25 1
16 26 0
16 27 0
16 28 5
16 29 3
16 30 3
16 31 4
16 32 0
16 33 4
17 0 0
17 1 0
17 2 1
17 3 2
17 4 5
17 5 0
17 6 3
17 7 3
17 8 3
17 9 5
17 10 0
17 11 5
17 12 5
17 13 0
17 14 0
17 15 0
17 16 3
17 17 3
17 18 1
17 19 1
17 20 1
17 21 4
17 22 3
17 23 4
17 24 0
17 25 0
17 26 3
17 27 1
17 28 2
17 29 4
17 30 0
17 31 5
17 32 5
17 33 2
18 0 4
18 1 0
18 2 2
18 3 2
18 4 3
18 5 1
18 6 4
18 7 0
18 8 0
18 9 0
18 10 4
18 11 1
18 12 1
18 13 2
18 14 5
18 15 4
18 16 2
18 17 0
18 18 0
18 19 1
18 20 4
18 21 5
18 22 5
18 23 4
18 24 2
18 25 2
18 26 0
18 27 1
18 28 3
18 29 0
18 30 5
18 31 3
18 32 5
18 33 5
19 0 0
19 1 4
19 2 4
19 3 5
19 4 2
19 5 1
19 6 2
19 7 3
19 8 3
19 9 4
19 10 4
19 11 2
19 12 2
19 13 0
19 14 3
19 15 5
19 16 3
19 17 4
19 18 3
19 19 0
19 20 2
19 21 4
19 22 5
19 23 5
19 24 0
19 25 5
19 26 0
19 27 1
19 28 3
19 29 0
19 30 1
19 31 1
19 32 0
19 33 3
20 0 3
20 1 4
20 2 5
20 3 4
20 4 1
20 5 1
20 6 3
20 7 5
20 8 0
20 9 3
20 10 0
20 11 4
20 12 1
20 13 5
20 14 2
20 15 3
20 16 4
20 17 1
20 18 0
20 19 0
20 20 2
20 21 4
20 22 4
20 23 0
20 24 2
20 25 0
20 26 2
20 27 2
20 28 1
20 29 5
20 30 1
20 31 0
20 32 0
20 33 3
21 0 3
21 1 2
21 2 2
21 3 4
21 4 4
21 5 0
21 6 2
21 7 0
21 8 3
21 9 2
21 10 1
21 11 2
21 12 0
21 13 0
21 14 5
21 15 0
21 16 1
21 17 0
21 18 4
21 19 0
21 20 1
21 21 0
21 22 0
21 23 0
21 24 1
21 25 5
21 26 3
21 27 3
21 28 1
21 29 1
21 30 5
21 31 3
21 32 4
21 33 2
22 0 3
22 1 2
22 2 2
22 3 5
22 4 2
22 5 5
22 6 1
22 7 4
22 8 5
22 9 3
22 10 0
22 11 0
22 12 0
22 13 2
22 14 3
22 15 4
22 16 5
22 17 0
22 18 4
22 19 3
22 20 3
22 21 2
22 22 5
22 23 5
22 24 0
22 25 3
22 26 1
22 27 2
22 28 0
22 29 0
22 30 0
22 31 1
22 32 5
22 33 5
23 0 1
23 1 1
23 2 0
23 3 3
23 4 5
23 5 1
23 6 2
23 7 4
23 8 5
23 9 3
23 10 0
23 11 0
23 12 3
23 13 1
23 14 2
23 15 1
23 16 2
23 17 2
23 18 0
23 19 0
23 20 3
23 21 2
23 22 4
23 23 1
23 24 1
23 25 2
23 26 0
23 27 0
23 28 2
23 29 2
23 30 0
23 31 0
23 32 5
23 33 3
24 0 1
24 1 0
24 2 5
24 3 3
24 4 0
24 5 4
24 6 4
24 7 1
24 8 0
24 9 3
24 10 0
24 11 5
24 12 1
24 13 0
24 14 4
24 15 4
24 16 3
24 17 0
24 18 4
24 19 5
24 20 2
24 21 0
24 22 5
24 23 2
24 24 3
24 25 2
24 26 4
24 27 2
24 28 2
24 29 3
24 30 5
24 31 2
24 32 2
24 33 3
25 0 0
25 1 0
25 2 4
25 3 0
25 4 5
25 5 0
25 6 4
25 7 4
25 8 0
25 9 0
25 10 4
25 11 3
25 12 3
25 13 1
25 14 5
25 15 3
25 16 0
25 17 4
25 18 1
25 19 0
25 20 1
25 21 0
25 22 0
25 23 0
25 24 1
25 25 4
25 26 2
25 27 1
25 28 0
25 29 0
25 30 3
25 31 5
25 32 2
25 33 4
26 0 3
26 1 0
26 2 0
26 3 3
26 4 1
26 5 3
26 6 3
26 7 4
26 8 2
26 9 1
26 10 3
26 11 3
26 12 1
26 13 3
26 14 5
26 15 0
26 16 0
26 17 4
26 18 1
26 19 5
26 20 2
26 21 5
26 22 3
26 23 4
26 24 0
26 25 5
26 26 1
26 27 0
26 28 4
26 29 5
26 30 3
26 31 4
26 32 0
26 33 2
27 0 1
27 1 2
27 2 0
27 3 1
27 4 3
27 5 1
27 6 4
27 7 3
27 8 0
27 9 4
27 10 1
27 11 0
27 12 2
27 13 1
27 14 0
27 15 4
27 16 3
27 17 1
27 18 2
27 19 0
27 20 4
27 21 2
27 22 0
27 23 5
27 24 0
27 25 5
27 26 0
27 27 2
27 28 3
27 29 1
27 30 5
27 31 0
27 32 0
27 33 2
28 0 4
28 1 2
28 2 4
28 3 5
28 4 4
28 5 0
28 6 1
28 7 5
28 8 0
28 9 2
28 10 2
28 11 3
28 12 0
28 13 0
28 14 0
28 15 5
28 16 0
28 17 4
28 18 2
28 19 5
28 20 3
28 21 2
28 22 4
28 23 3
28 24 3
28 25 3
28 26 1
28 27 1
28 28 1
28 29 5
28 30 3
28 31 2
28 32 1
28 33 1
29 0 1
29 1 4
29 2 1
29 3 3
29 4 2
29 5 1
29 6 0
29 7 3
29 8 4
29 9 0
29 10 0
29 11 3
29 12 1
29 13 5
29 14 1
29 15 1
29 16 4
29 17 3
29 18 3
29 19 2
29 20 5
29 21 0
29 22 1
29 23 2
29 24 4
29 25 0
29 26 1
29 27 4
29 28 2
29 29 5
29 30 5
29 31 1
29 32 5
29 33 4
30 0 5
30 1 2
30 2 3
30 3 2
30 4 0
30 5 3
30 6 5
30 7 0
30 8 0
30 9 1
30 10 5
30 11 0
30 12 5
30 13 3
30 14 5
30 15 1
30 16 4
30 17 2
30 18 2
30 19 0
30 20 0
30 21 0
30 22 3
30 23 1
30 24 5
30 25 5
30 26 5
30 27 3
30 28 5
30 29 4
30 30 5
30 31 1
30 32 4
30 33 2
31 0 4
31 1 1
31 2 0
31 3 2
31 4 4
31 5 1
31 6 3
31 7 4
31 8 1
31 9 2
31 10 5
31 11 5
31 12 4
31 13 3
31 14 4
31 15 4
31 16 1
31 17 5
31 18 0
31 19 4
31 20 5
31 21 1
31 22 1
31 23 3
31 24 3
31 25 0
31 26 0
31 27 1
31 28 3
31 29 4
31 30 0
31 31 4
31 32 4
31 33 0
32 0 2
32 1 0
32 2 5
32 3 0
32 4 1
32 5 2
32 6 0
32 7 0
32 8 5
32 9 2
32 10 4
32 11 5
32 12 0
32 13 0
32 14 0
32 15 4
32 16 2
32 17 0
32 18 1
32 19 2
32 20 4
32 21 0
32 22 2
32 23 0
32 24 5
32 25 3
32 26 4
32 27 1
32 28 0
32 29 4
32 30 1
32 31 2
32 32 4
32 33 3
33 0 4
33 1 3
33 2 1
33 3 4
33 4 0
33 5 3
33 6 5
33 7 2
33 8 0
33 9 2
33 10 1
33 11 0
33 12 4
33 13 5
33 14 2
33 15 3
33 16 5
33 17 4
33 18 2
33 19 1
33 20 5
33 21 1
33 22 1
33 23 1
33 24 2
33 25 1
33 26 1
33 27 4
33 28 1
33 29 4
33 30 2
33 31 4
33 32 2
33 33 0
