34 generic
21 33 0
22 0 1
22 1 0
22 2 2
22 3 0
22 4 0
22 5 0
22 6 2
22 7 3
22 8 5
22 9 2
22 10 5
22 11 1
22 12 3
22 13 0
22 14 5
22 15 1
22 16 0
22 17 0
22 18 0
22 19 3
22 20 4
22 21 1
22 22 5
22 23 0
22 24 0
22 25 0
22 26 3
22 27 0
22 28 3
22 29 0
22 30 3
22 31 1
22 32 4
22 33 4
23 0 0
23 1 4
23 2 0
23 3 2
23 4 0
23 5 0
23 6 2
23 7 0
23 8 2
23 9 2
23 10 5
23 11 1
23 12 4
23 13 1
23 14 0
23 15 5
23 16 2
23 17 1
23 18 5
23 19 0
23 20 4
23 21 0
23 22 2
23 23 0
23 24 1
23 25 4
23 26 5
23 27 1
23 28 0
23 29 1
23 30 4
23 31 2
23 32 5
23 33 3
24 0 1
24 1 2
24 2 3
24 3 5
24 4 4
24 5 3
24 6 5
24 7 2
24 8 2
24 9 4
24 10 1
24 11 3
24 12 2
24 13 3
24 14 4
24 15 4
24 16 0
24 17 0
24 18 2
24 19 5
24 20 3
24 21 3
24 22 1
24 23 5
24 24 5
24 25 0
24 26 5
24 27 5
24 28 0
24 29 5
24 30 4
24 31 1
24 32 2
24 33 0
25 0 1
25 1 2
25 2 0
25 3 0
25 4 0
25 5 5
25 6 4
25 7 0
25 8 5
25 9 4
25 10 2
25 11 5
25 12 4
25 13 2
25 14 1
25 15 4
25 16 4
25 17 3
25 18 1
25 19 4
25 20 0
25 21 2
25 22 0
25 23 2
25 24 0
25 25 1
25 26 0
25 27 0
25 28 0
25 29 0
25 30 0
25 31 4
25 32 3
25 33 0
26 0 0
26 1 0
26 2 3
26 3 0
26 4 4
26 5 3
26 6 0
26 7 0
26 8 3
26 9 4
26 10 3
26 11 3
26 12 3
26 13 0
26 14 4
26 15 4
26 16 4
26 17 4
26 18 1
26 19 0
26 20 0
26 21 1
26 22 5
26 23 0
26 24 5
26 25 0
26 26 4
26 27 0
26 28 0
26 29 1
26 30 4
26 31 2
26 32 2
26 33 0
27 0 2
27 1 2
27 2 0
27 3 4
27 4 2
27 5 0
27 6 2
27 7 0
27 8 1
27 9 0
27 10 0
27 11 0
27 12 5
27 13 0
27 14 3
27 15 0
27 16 1
27 17 0
27 18 1
27 19 2
27 20 2
27 21 0
27 22 2
27 23 3
27 24 2
27 25 5
27 26 0
27 27 5
27 28 0
27 29 3
27 30 0
27 31 4
27 32 3
27 33 5
28 0 3
28 1 3
28 2 3
28 3 0
28 4 1
28 5 4
28 6 2
28 7 5
28 8 2
28 9 3
28 10 2
28 11 4
28 12 0
28 13 2
28 14 5
28 15 4
28 16 2
28 17 4
28 18 0
28 19 1
28 20 5
28 21 4
28 22 0
28 23 3
28 24 5
28 25 4
28 26 1
28 27 3
28 28 5
28 29 0
28 30 1
28 31 0
28 32 2
28 33 2
29 0 2
29 1 4
29 2 3
29 3 0
29 4 0
29 5 2
29 6 1
29 7 3
29 8 3
29 9 4
29 10 2
29 11 4
29 12 4
29 13 0
29 14 0
29 15 3
29 16 1
29 17 0
29 18 5
29 19 3
29 20 3
29 21 2
29 22 5
29 23 5
29 24 2
29 25 4
29 26 0
29 27 0
29 28 1
29 29 4
29 30 0
29 31 0
29 32 5
29 33 0
30 0 0
30 1 0
30 2 5
30 3 0
30 4 3
30 5 2
30 6 5
30 7 0
30 8 0
30 9 2
30 10 3
30 11 0
30 12 3
30 13 5
30 14 0
30 15 5
30 16 0
30 17 0
30 18 2
30 19 5
30 20 0
30 21 3
30 22 3
30 23 4
30 24 5
30 25 1
30 26 5
30 27 0
30 28 2
30 29 0
30 30 4
30 31 4
30 32 3
30 33 4
31 0 2
31 1 5
31 2 0
31 3 5
31 4 1
31 5 2
31 6 2
31 7 5
31 8 1
31 9 3
31 10 5
31 11 0
31 12 1
31 13 5
31 14 1
31 15 3
31 16 2
31 17 0
31 18 1
31 19 4
31 20 1
31 21 0
31 22 5
31 23 4
31 24 0
31 25 0
31 26 4
31 27 3
31 28 3
31 29 1
31 30 1
31 31 0
31 32 3
31 33 3
32 0 1
32 1 0
32 2 3
32 3 0
32 4 5
32 5 4
32 6 0
32 7 0
32 8 4
32 9 0
32 10 0
32 11 0
32 12 0
32 13 4
32 14 3
32 15 0
32 16 0
32 17 0
32 18 3
32 19 0
32 20 3
32 21 0
32 22 0
32 23 3
32 24 3
32 25 3
32 26 1
32 27 4
32 28 3
32 29 4
32 30 4
32 31 0
32 32 4
32 33 5
33 0 4
33 1 2
33 2 5
33 3 1
33 4 0
33 5 0
33 6 2
33 7 2
33 8 0
33 9 2
33 10 5
33 11 3
33 12 3
33 13 3
33 14 0
33 15 5
33 16 1
33 17 3
33 18 0
33 19 4
33 20 3
33 21 0
33 22 4
33 23 0
33 24 0
33 25 0
33 26 0
33 27 2
33 28 0
33 29 5
33 30 5
33 31 3
33 32 5
33 33 0
