36 generic
18 34 0
18 35 0
19 0 2
19 1 0
19 2 2
19 3 0
19 4 0
19 5 1
19 6 2
19 7 0
19 8 0
19 9 0
19 10 0
19 11 4
19 12 3
19 13 0
19 14 4
19 15 0
19 16 3
19 17 3
19 18 0
19 19 0
19 20 0
19 21 2
19 22 5
19 23 0
19 24 1
19 25 0
19 26 0
19 27 4
19 28 1
19 29 0
19 30 0
19 31 1
19 32 0
19 33 0
19 34 2
19 35 0
20 0 2
20 1 5
20 2 5
20 3 0
20 4 0
20 5 0
20 6 0
20 7 0
20 8 0
20 9 0
20 10 4
20 11 1
20 12 0
20 13 4
20 14 3
20 15 0
20 16 0
20 17 0
20 18 3
20 19 0
20 20 0
20 21 0
20 22 1
20 23 0
20 24 3
20 25 0
20 26 2
20 27 1
20 28 2
20 29 2
20 30 3
20 31 0
20 32 2
20 33 0
20 34 0
20 35 1
21 0 1
21 1 5
21 2 0
21 3 0
21 4 1
21 5 0
21 6 0
21 7 2
21 8 4
21 9 0
21 10 0
21 11 3
21 12 0
21 13 1
21 14 5
21 15 0
21 16 0
21 17 3
21 18 5
21 19 4
21 20 0
21 21 0
21 22 0
21 23 0
21 24 2
21 25 0
21 26 0
21 27 3
21 28 4
21 29 3
21 30 0
21 31 0
21 32 0
21 33 0
21 34 2
21 35 3
22 0 2
22 1 0
22 2 0
22 3 0
22 4 0
22 5 4
22 6 5
22 7 1
22 8 4
22 9 1
22 10 4
22 11 0
22 12 4
22 13 3
22 14 5
22 15 0
22 16 0
22 17 0
22 18 2
22 19 0
22 20 3
22 21 1
22 22 0
22 23 0
22 24 2
22 25 0
22 26 0
22 27 0
22 28 4
22 29 2
22 30 5
22 31 0
22 32 4
22 33 3
22 34 0
22 35 0
23 0 5
23 1 0
23 2 4
23 3 2
23 4 1
23 5 4
23 6 0
23 7 0
23 8 0
23 9 0
23 10 4
23 11 4
23 12 5
23 13 1
23 14 0
23 15 0
23 16 2
23 17 0
23 18 0
23 19 0
23 20 0
23 21 4
23 22 3
23 23 0
23 24 0
23 25 5
23 26 4
23 27 2
23 28 0
23 29 0
23 30 3
23 31 4
23 32 3
23 33 2
23 34 0
23 35 4
24 0 4
24 1 0
24 2 0
24 3 0
24 4 1
24 5 0
24 6 0
24 7 0
24 8 0
24 9 0
24 10 0
24 11 0
24 12 5
24 13 0
24 14 0
24 15 0
24 16 0
24 17 1
24 18 4
24 19 0
24 20 5
24 21 0
24 22 2
24 23 0
24 24 0
24 25 0
24 26 1
24 27 0
24 28 3
24 29 0
24 30 2
24 31 0
24 32 0
24 33 5
24 34 0
24 35 1
25 0 0
25 1 5
25 2 2
25 3 0
25 4 0
25 5 1
25 6 2
25 7 0
25 8 5
25 9 0
25 10 0
25 11 4
25 12 5
25 13 4
25 14 1
25 15 0
25 16 0
25 17 3
25 18 5
25 19 2
25 20 2
25 21 2
25 22 0
25 23 2
25 24 0
25 25 3
25 26 0
25 27 5
25 28 2
25 29 5
25 30 3
25 31 0
25 32 0
25 33 0
25 34 0
25 35 4
26 0 0
26 1 2
26 2 0
26 3 0
26 4 0
26 5 2
26 6 4
26 7 0
26 8 0
26 9 0
26 10 0
26 11 3
26 12 3
26 13 5
26 14 0
26 15 1
26 16 2
26 17 0
26 18 4
26 19 0
26 20 0
26 21 0
26 22 1
26 23 0
26 24 1
26 25 3
26 26 0
26 27 4
26 28 0
26 29 4
26 30 5
26 31 3
26 32 2
26 33 2
26 34 0
26 35 5
27 0 1
27 1 0
27 2 5
27 3 0
27 4 3
27 5 1
27 6 0
27 7 4
27 8 0
27 9 0
27 10 3
27 11 3
27 12 5
27 13 0
27 14 0
27 15 2
27 16 3
27 17 0
27 18 0
27 19 0
27 20 0
27 21 4
27 22 4
27 23 0
27 24 4
27 25 2
27 26 0
27 27 0
27 28 0
27 29 0
27 30 0
27 31 2
27 32 0
27 33 1
27 34 1
27 35 0
28 0 5
28 1 1
28 2 1
28 3 0
28 4 0
28 5 3
28 6 0
28 7 1
28 8 0
28 9 0
28 10 1
28 11 0
28 12 0
28 13 0
28 14 5
28 15 0
28 16 3
28 17 0
28 18 3
28 19 0
28 20 2
28 21 0
28 22 0
28 23 0
28 24 2
28 25 0
28 26 1
28 27 0
28 28 0
28 29 0
28 30 0
28 31 0
28 32 0
28 33 5
28 34 3
28 35 3
29 0 0
29 1 0
29 2 0
29 3 0
29 4 2
29 5 3
29 6 1
29 7 0
29 8 0
29 9 0
29 10 0
29 11 0
29 12 0
29 13 0
29 14 0
29 15 0
29 16 0
29 17 2
29 18 2
29 19 0
29 20 3
29 21 2
29 22 0
29 23 0
29 24 0
29 25 0
29 26 0
29 27 1
29 28 3
29 29 5
29 30 1
29 31 0
29 32 2
29 33 0
29 34 5
29 35 1
30 0 0
30 1 2
30 2 5
30 3 0
30 4 2
30 5 0
30 6 1
30 7 0
30 8 2
30 9 1
30 10 4
30 11 2
30 12 5
30 13 3
30 14 0
30 15 0
30 16 1
30 17 3
30 18 1
30 19 0
30 20 0
30 21 1
30 22 4
30 23 1
30 24 4
30 25 0
30 26 5
30 27 0
30 28 0
30 29 4
30 30 2
30 31 0
30 32 0
30 33 2
30 34 0
30 35 0
31 0 2
31 1 2
31 2 0
31 3 2
31 4 0
31 5 2
31 6 0
31 7 0
31 8 0
31 9 0
31 10 4
31 11 4
31 12 0
31 13 0
31 14 0
31 15 4
31 16 2
31 17 0
31 18 0
31 19 0
31 20 0
31 21 1
31 22 2
31 23 0
31 24 4
31 25 1
31 26 0
31 27 0
31 28 0
31 29 0
31 30 0
31 31 0
31 32 0
31 33 5
31 34 0
31 35 0
32 0 0
32 1 0
32 2 0
32 3 1
32 4 0
32 5 4
32 6 0
32 7 3
32 8 3
32 9 0
32 10 0
32 11 0
32 12 0
32 13 0
32 14 5
32 15 0
32 16 0
32 17 4
32 18 3
32 19 0
32 20 0
32 21 3
32 22 0
32 23 2
32 24 0
32 25 0
32 26 0
32 27 0
32 28 3
32 29 0
32 30 5
32 31 1
32 32 0
32 33 4
32 34 0
32 35 0
33 0 0
33 1 3
33 2 4
33 3 4
33 4 3
33 5 0
33 6 0
33 7 0
33 8 0
33 9 3
33 10 0
33 11 2
33 12 3
33 13 2
33 14 0
33 15 5
33 16 4
33 17 0
33 18 0
33 19 2
33 20 0
33 21 0
33 22 3
33 23 0
33 24 0
33 25 4
33 26 3
33 27 2
33 28 1
33 29 2
33 30 3
33 31 0
33 32 2
33 33 0
33 34 0
33 35 2
34 0 5
34 1 0
34 2 5
34 3 4
34 4 0
34 5 0
34 6 1
34 7 0
34 8 0
34 9 0
34 10 0
34 11 0
34 12 4
34 13 0
34 14 5
34 15 3
34 16 2
34 17 1
34 18 4
34 19 0
34 20 0
34 21 2
34 22 5
34 23 0
34 24 0
34 25 0
34 26 5
34 27 4
34 28 0
34 29 0
34 30 0
34 31 3
34 32 2
34 33 4
34 34 0
34 35 3
35 0 0
35 1 0
35 2 0
35 3 4
35 4 0
35 5 0
35 6 0
35 7 0
35 8 2
35 9 0
35 10 2
35 11 4
35 12 0
35 13 4
35 14 1
35 15 1
35 16 2
35 17 1
35 18 4
35 19 4
35 20 0
35 21 5
35 22 5
35 23 2
35 24 5
35 25 0
35 26 0
35 27 0
35 28 1
35 29 5
35 30 0
35 31 0
35 32 4
35 33 4
35 34 4
35 35 0
