36 generic
21 17 0
21 18 0
21 19 0
21 20 4
21 21 1
21 22 4
21 23 3
21 24 4
21 25 0
21 26 2
21 27 0
21 28 2
21 29 5
21 30 4
21 31 0
21 32 0
21 33 1
21 34 2
21 35 3
22 0 5
22 1 2
22 2 2
22 3 3
22 4 5
22 5 3
22 6 0
22 7 0
22 8 4
22 9 2
22 10 5
22 11 0
22 12 0
22 13 1
22 14 0
22 15 4
22 16 4
22 17 2
22 18 0
22 19 1
22 20 3
22 21 3
22 22 4
22 23 3
22 24 1
22 25 2
22 26 0
22 27 0
22 28 3
22 29 0
22 30 1
22 31 4
22 32 3
22 33 3
22 34 2
22 35 4
23 0 1
23 1 0
23 2 5
23 3 3
23 4 0
23 5 5
23 6 0
23 7 0
23 8 0
23 9 0
23 10 5
23 11 0
23 12 1
23 13 2
23 14 2
23 15 1
23 16 0
23 17 3
23 18 0
23 19 0
23 20 1
23 21 2
23 22 2
23 23 0
23 24 1
23 25 4
23 26 3
23 27 4
23 28 2
23 29 0
23 30 0
23 31 5
23 32 2
23 33 3
23 34 4
23 35 1
24 0 0
24 1 3
24 2 0
24 3 4
24 4 5
24 5 0
24 6 2
24 7 4
24 8 0
24 9 1
24 10 5
24 11 5
24 12 1
24 13 4
24 14 4
24 15 1
24 16 0
24 17 0
24 18 4
24 19 1
24 20 4
24 21 5
24 22 4
24 23 4
24 24 4
24 25 5
24 26 3
24 27 3
24 28 0
24 29 5
24 30 0
24 31 1
24 32 1
24 33 4
24 34 4
24 35 2
25 0 3
25 1 0
25 2 2
25 3 2
25 4 4
25 5 0
25 6 4
25 7 4
25 8 2
25 9 4
25 10 0
25 11 5
25 12 5
25 13 2
25 14 4
25 15 2
25 16 2
25 17 1
25 18 1
25 19 0
25 20 0
25 21 0
25 22 2
25 23 1
25 24 0
25 25 4
25 26 0
25 27 0
25 28 2
25 29 3
25 30 0
25 31 4
25 32 1
25 33 0
25 34 4
25 35 3
26 0 4
26 1 1
26 2 4
26 3 2
26 4 2
26 5 0
26 6 3
26 7 5
26 8 0
26 9 3
26 10 1
26 11 0
26 12 1
26 13 0
26 14 1
26 15 1
26 16 4
26 17 2
26 18 4
26 19 4
26 20 2
26 21 3
26 22 3
26 23 2
26 24 5
26 25 0
26 26 2
26 27 4
26 28 4
26 29 5
26 30 0
26 31 0
26 32 0
26 33 2
26 34 1
26 35 0
27 0 0
27 1 1
27 2 4
27 3 2
27 4 0
27 5 1
27 6 1
27 7 0
27 8 2
27 9 2
27 10 5
27 11 1
27 12 1
27 13 3
27 14 0
27 15 2
27 16 2
27 17 4
27 18 2
27 19 3
27 20 1
27 21 5
27 22 5
27 23 0
27 24 3
27 25 3
27 26 4
27 27 5
27 28 1
27 29 5
27 30 1
27 31 3
27 32 4
27 33 3
27 34 5
27 35 0
28 0 0
28 1 3
28 2 2
28 3 5
28 4 1
28 5 1
28 6 1
28 7 3
28 8 4
28 9 1
28 10 2
28 11 2
28 12 0
28 13 2
28 14 2
28 15 3
28 16 5
28 17 0
28 18 1
28 19 4
28 20 2
28 21 0
28 22 0
28 23 1
28 24 2
28 25 4
28 26 0
28 27 2
28 28 5
28 29 1
28 30 1
28 31 2
28 32 3
28 33 5
28 34 0
28 35 0
29 0 2
29 1 0
29 2 3
29 3 3
29 4 3
29 5 3
29 6 3
29 7 4
29 8 0
29 9 5
29 10 4
29 11 4
29 12 1
29 13 5
29 14 3
29 15 5
29 16 2
29 17 4
29 18 3
29 19 3
29 20 1
29 21 3
29 22 5
29 23 4
29 24 5
29 25 4
29 26 5
29 27 0
29 28 5
29 29 5
29 30 1
29 31 4
29 32 2
29 33 1
29 34 2
29 35 4
30 0 0
30 1 0
30 2 3
30 3 3
30 4 1
30 5 4
30 6 3
30 7 0
30 8 0
30 9 3
30 10 1
30 11 4
30 12 3
30 13 0
30 14 0
30 15 3
30 16 2
30 17 2
30 18 3
30 19 4
30 20 5
30 21 5
30 22 3
30 23 0
30 24 5
30 25 4
30 26 5
30 27 3
30 28 0
30 29 5
30 30 3
30 31 0
30 32 2
30 33 5
30 34 0
30 35 2
31 0 3
31 1 4
31 2 4
31 3 3
31 4 3
31 5 5
31 6 5
31 7 5
31 8 4
31 9 5
31 10 5
31 11 1
31 12 3
31 13 3
31 14 3
31 15 5
31 16 5
31 17 0
31 18 1
31 19 5
31 20 2
31 21 2
31 22 1
31 23 1
31 24 3
31 25 1
31 26 4
31 27 3
31 28 4
31 29 5
31 30 4
31 31 0
31 32 3
31 33 2
31 34 0
31 35 4
32 0 5
32 1 0
32 2 1
32 3 4
32 4 3
32 5 5
32 6 1
32 7 1
32 8 4
32 9 3
32 10 5
32 11 1
32 12 0
32 13 0
32 14 1
32 15 1
32 16 5
32 17 4
32 18 4
32 19 0
32 20 4
32 21 0
32 22 0
32 23 3
32 24 5
32 25 0
32 26 4
32 27 3
32 28 1
32 29 3
32 30 5
32 31 4
32 32 0
32 33 0
32 34 0
32 35 5
33 0 4
33 1 2
33 2 5
33 3 2
33 4 4
33 5 2
33 6 2
33 7 4
33 8 0
33 9 0
33 10 5
33 11 0
33 12 2
33 13 1
33 14 3
33 15 5
33 16 2
33 17 4
33 18 4
33 19 0
33 20 5
33 21 2
33 22 0
33 23 4
33 24 2
33 25 1
33 26 2
33 27 1
33 28 5
33 29 5
33 30 0
33 31 2
33 32 2
33 33 0
33 34 0
33 35 0
34 0 3
34 1 0
34 2 3
34 3 4
34 4 1
34 5 5
34 6 0
34 7 0
34 8 1
34 9 0
34 10 3
34 11 2
34 12 0
34 13 1
34 14 0
34 15 4
34 16 0
34 17 1
34 18 0
34 19 3
34 20 3
34 21 3
34 22 1
34 23 0
34 24 0
34 25 3
34 26 3
34 27 2
34 28 3
34 29 1
34 30 0
34 31 3
34 32 0
34 33 0
34 34 2
34 35 5
35 0 0
35 1 4
35 2 1
35 3 0
35 4 5
35 5 0
35 6 2
35 7 2
35 8 3
35 9 4
35 10 2
35 11 2
35 12 0
35 13 1
35 14 3
35 15 5
35 16 2
35 17 1
35 18 5
35 19 0
35 20 3
35 21 2
35 22 3
35 23 1
35 24 1
35 25 4
35 26 2
35 27 3
35 28 1
35 29 4
35 30 3
35 31 2
35 32 5
35 33 1
35 34 4
35 35 2
