34 generic
5 16 4
5 17 2
5 18 0
5 19 0
5 20 2
5 21 3
5 22 5
5 23 0
5 24 0
5 25 5
5 26 5
5 27 1
5 28 4
5 29 2
5 30 0
5 31 0
5 32 0
5 33 0
6 0 3
6 1 0
6 2 0
6 3 0
6 4 0
6 5 0
6 6 0
6 7 0
6 8 2
6 9 2
6 10 0
6 11 0
6 12 0
6 13 0
6 14 3
6 15 4
6 16 0
6 17 0
6 18 0
6 19 3
6 20 1
6 21 1
6 22 0
6 23 0
6 24 0
6 25 0
6 26 1
6 27 1
6 28 5
6 29 0
6 30 0
6 31 0
6 32 0
6 33 0
7 0 4
7 1 0
7 2 0
7 3 2
7 4 2
7 5 4
7 6 0
7 7 2
7 8 0
7 9 0
7 10 2
7 11 1
7 12 4
7 13 0
7 14 4
7 15 3
7 16 4
7 17 5
7 18 0
7 19 1
7 20 2
7 21 5
7 22 5
7 23 0
7 24 4
7 25 0
7 26 0
7 27 0
7 28 0
7 29 5
7 30 1
7 31 0
7 32 1
7 33 0
8 0 0
8 1 4
8 2 1
8 3 0
8 4 0
8 5 0
8 6 0
8 7 0
8 8 4
8 9 0
8 10 0
8 11 0
8 12 1
8 13 3
8 14 0
8 15 0
8 16 0
8 17 0
8 18 2
8 19 0
8 20 0
8 21 5
8 22 5
8 23 0
8 24 4
8 25 0
8 26 1
8 27 0
8 28 0
8 29 4
8 30 0
8 31 0
8 32 0
8 33 1
9 0 3
9 1 1
9 2 3
9 3 0
9 4 0
9 5 0
9 6 4
9 7 0
9 8 0
9 9 5
9 10 4
9 11 0
9 12 2
9 13 2
9 14 0
9 15 0
9 16 2
9 17 0
9 18 0
9 19 0
9 20 1
9 21 0
9 22 0
9 23 0
9 24 3
9 25 5
9 26 1
9 27 1
9 28 5
9 29 2
9 30 0
9 31 1
9 32 2
9 33 2
10 0 0
10 1 3
10 2 0
10 3 5
10 4 3
10 5 0
10 6 0
10 7 5
10 8 0
10 9 3
10 10 0
10 11 0
10 12 0
10 13 0
10 14 0
10 15 0
10 16 5
10 17 5
10 18 0
10 19 1
10 20 3
10 21 0
10 22 1
10 23 0
10 24 0
10 25 2
10 26 5
10 27 4
10 28 3
10 29 1
10 30 3
10 31 0
10 32 0
10 33 0
11 0 0
11 1 0
11 2 0
11 3 0
11 4 0
11 5 0
11 6 0
11 7 5
11 8 0
11 9 4
11 10 1
11 11 0
11 12 0
11 13 0
11 14 3
11 15 0
11 16 0
11 17 2
11 18 1
11 19 0
11 20 0
11 21 4
11 22 5
11 23 0
11 24 0
11 25 5
11 26 3
11 27 0
11 28 0
11 29 2
11 30 3
11 31 2
11 32 0
11 33 1
12 0 3
12 1 0
12 2 0
12 3 0
12 4 0
12 5 0
12 6 5
12 7 5
12 8 4
12 9 0
12 10 0
12 11 0
12 12 3
12 13 5
12 14 0
12 15 0
12 16 3
12 17 0
12 18 0
12 19 0
12 20 1
12 21 0
12 22 2
12 23 0
12 24 2
12 25 0
12 26 0
12 27 5
12 28 0
12 29 0
12 30 0
12 31 2
12 32 3
12 33 0
13 0 3
13 1 0
13 2 0
13 3 0
13 4 5
13 5 3
13 6 4
13 7 0
13 8 0
13 9 4
13 10 0
13 11 3
13 12 0
13 13 5
13 14 1
13 15 0
13 16 0
13 17 4
13 18 0
13 19 1
13 20 5
13 21 5
13 22 0
13 23 0
13 24 5
13 25 1
13 26 0
13 27 0
13 28 0
13 29 1
13 30 0
13 31 0
13 32 3
13 33 0
14 0 4
14 1 0
14 2 0
14 3 0
14 4 3
14 5 0
14 6 0
14 7 0
14 8 0
14 9 5
14 10 0
14 11 5
14 12 3
14 13 0
14 14 0
14 15 0
14 16 0
14 17 2
14 18 0
14 19 0
14 20 0
14 21 4
14 22 0
14 23 5
14 24 0
14 25 0
14 26 0
14 27 0
14 28 0
14 29 0
14 30 2
14 31 4
14 32 0
14 33 0
15 0 0
15 1 4
15 2 0
15 3 0
15 4 2
15 5 0
15 6 5
15 7 0
15 8 0
15 9 5
15 10 0
15 11 5
15 12 1
15 13 0
15 14 1
15 15 3
15 16 3
15 17 0
15 18 1
15 19 4
15 20 0
15 21 0
15 22 0
15 23 2
15 24 0
15 25 0
15 26 2
15 27 0
15 28 1
15 29 0
15 30 0
15 31 0
15 32 0
15 33 4
16 0 0
16 1 0
16 2 0
16 3 4
16 4 5
16 5 0
16 6 1
16 7 0
16 8 0
16 9 4
16 10 0
16 11 0
16 12 2
16 13 0
16 14 0
16 15 4
16 16 4
16 17 4
16 18 0
16 19 2
16 20 0
16 21 1
16 22 0
16 23 3
16 24 0
16 25 2
16 26 5
16 27 1
16 28 0
16 29 4
16 30 0
16 31 0
16 32 3
16 33 3
17 0 4
17 1 0
17 2 5
17 3 0
17 4 0
17 5 5
17 6 0
17 7 0
17 8 0
17 9 1
17 10 0
17 11 0
17 12 0
17 13 1
17 14 0
17 15 1
17 16 0
17 17 0
17 18 0
17 19 0
17 20 2
17 21 0
17 22 4
17 23 1
17 24 3
17 25 0
17 26 0
17 27 0
17 28 0
17 29 1
17 30 2
17 31 1
17 32 0
17 33 5
18 0 0
18 1 2
18 2 1
18 3 0
18 4 3
18 5 0
18 6 4
18 7 4
18 8 4
18 9 0
18 10 0
18 11 4
18 12 0
18 13 0
18 14 0
18 15 0
18 16 0
18 17 1
18 18 4
18 19 0
18 20 0
18 21 2
18 22 5
18 23 3
18 24 0
18 25 0
18 26 0
18 27 3
18 28 0
18 29 1
18 30 1
18 31 0
18 32 0
18 33 0
19 0 4
19 1 2
19 2 0
19 3 0
19 4 3
19 5 1
19 6 5
19 7 4
19 8 4
19 9 2
19 10 4
19 11 0
19 12 3
19 13 0
19 14 3
19 15 0
19 16 3
19 17 3
19 18 0
19 19 3
19 20 0
19 21 1
19 22 1
19 23 2
19 24 0
19 25 0
19 26 1
19 27 0
19 28 0
19 29 2
19 30 1
19 31 0
19 32 0
19 33 3
20 0 0
20 1 5
20 2 0
20 3 3
20 4 2
20 5 5
20 6 0
20 7 2
20 8 0
20 9 0
20 10 0
20 11 0
20 12 2
20 13 0
20 14 0
20 15 4
20 16 4
20 17 3
20 18 0
20 19 0
20 20 0
20 21 0
20 22 1
20 23 0
20 24 4
20 25 5
20 26 0
20 27 5
20 28 3
20 29 0
20 30 0
20 31 0
20 32 0
20 33 4
21 0 0
21 1 0
21 2 0
21 3 0
21 4 0
21 5 0
21 6 0
21 7 0
21 8 0
21 9 1
21 10 0
21 11 3
21 12 3
21 13 3
21 14 0
21 15 0
21 16 3
21 17 0
21 18 2
21 19 2
21 20 5
21 21 0
21 22 0
21 23 0
21 24 1
21 25 0
21 26 0
21 27 5
21 28 5
21 29 3
21 30 5
21 31 0
21 32 0
21 33 3
22 0 3
22 1 3
22 2 5
22 3 0
22 4 0
22 5 3
22 6 4
22 7 0
22 8 2
22 9 0
22 10 0
22 11 3
22 12 0
22 13 5
22 14 3
22 15 2
22 16 0
22 17 4
22 18 5
22 19 0
22 20 5
22 21 3
22 22 0
22 23 0
22 24 1
22 25 0
22 26 0
22 27 0
22 28 1
22 29 0
22 30 3
22 31 4
22 32 0
22 33 0
23 0 4
23 1 2
23 2 4
23 3 5
23 4 0
23 5 0
23 6 3
23 7 2
23 8 0
23 9 1
23 10 5
23 11 0
23 12 3
23 13 4
23 14 3
23 15 3
23 16 5
23 17 0
23 18 0
23 19 0
23 20 0
23 21 5
23 22 0
23 23 0
23 24 2
23 25 0
23 26 0
23 27 0
23 28 1
23 29 0
23 30 0
23 31 1
23 32 5
23 33 3
24 0 4
24 1 5
24 2 0
24 3 0
24 4 4
24 5 1
24 6 3
24 7 2
24 8 2
24 9 3
24 10 0
24 11 0
24 12 0
24 13 5
24 14 3
24 15 0
24 16 0
24 17 2
24 18 0
24 19 0
24 20 4
24 21 5
24 22 0
24 23 0
24 24 3
24 25 3
24 26 0
24 27 0
24 28 0
24 29 5
24 30 4
24 31 4
24 32 0
24 33 3
25 0 0
25 1 0
25 2 0
25 3 0
25 4 0
25 5 4
25 6 0
25 7 0
25 8 0
25 9 0
25 10 5
25 11 0
25 12 1
25 13 3
25 14 1
25 15 0
25 16 0
25 17 0
25 18 0
25 19 0
25 20 4
25 21 5
25 22 0
25 23 5
25 24 0
25 25 3
25 26 0
25 27 0
25 28 5
25 29 4
25 30 5
25 31 3
25 32 5
25 33 2
26 0 0
26 1 0
26 2 0
26 3 3
26 4 0
26 5 0
26 6 0
26 7 0
26 8 4
26 9 0
26 10 0
26 11 2
26 12 0
26 13 0
26 14 0
26 15 2
26 16 0
26 17 0
26 18 2
26 19 0
26 20 2
26 21 0
26 22 0
26 23 0
26 24 2
26 25 0
26 26 0
26 27 3
26 28 0
26 29 0
26 30 4
26 31 5
26 32 0
26 33 4
27 0 0
27 1 0
27 2 1
27 3 1
27 4 0
27 5 2
27 6 0
27 7 4
27 8 2
27 9 0
27 10 4
27 11 0
27 12 0
27 13 0
27 14 5
27 15 1
27 16 3
27 17 2
27 18 4
27 19 2
27 20 0
27 21 4
27 22 4
27 23 1
27 24 2
27 25 1
27 26 1
27 27 1
27 28 3
27 29 3
27 30 4
27 31 4
27 32 0
27 33 0
28 0 0
28 1 0
28 2 0
28 3 2
28 4 0
28 5 0
28 6 0
28 7 4
28 8 0
28 9 1
28 10 1
28 11 0
28 12 0
28 13 5
28 14 0
28 15 0
28 16 0
28 17 0
28 18 5
28 19 2
28 20 1
28 21 2
28 22 0
28 23 0
28 24 0
28 25 0
28 26 1
28 27 0
28 28 0
28 29 3
28 30 0
28 31 3
28 32 0
28 33 5
29 0 0
29 1 1
29 2 3
29 3 0
29 4 1
29 5 0
29 6 4
29 7 0
29 8 0
29 9 0
29 10 5
29 11 1
29 12 4
29 13 0
29 14 4
29 15 0
29 16 4
29 17 0
29 18 1
29 19 3
29 20 1
29 21 0
29 22 0
29 23 0
29 24 0
29 25 0
29 26 0
29 27 0
29 28 5
29 29 2
29 30 3
29 31 5
29 32 0
29 33 0
30 0 0
30 1 3
30 2 0
30 3 2
30 4 4
30 5 4
30 6 5
30 7 5
30 8 5
30 9 5
30 10 0
30 11 0
30 12 1
30 13 0
30 14 0
30 15 0
30 16 0
30 17 1
30 18 3
30 19 4
30 20 0
30 21 2
30 22 0
30 23 0
30 24 0
30 25 0
30 26 1
30 27 0
30 28 1
30 29 0
30 30 0
30 31 1
30 32 5
30 33 4
31 0 0
31 1 0
31 2 0
31 3 2
31 4 2
31 5 2
31 6 0
31 7 5
31 8 3
31 9 1
31 10 5
31 11 0
31 12 1
31 13 0
31 14 0
31 15 3
31 16 0
31 17 0
31 18 1
31 19 4
31 20 0
31 21 5
31 22 5
31 23 4
31 24 0
31 25 3
31 26 1
31 27 4
31 28 5
31 29 5
31 30 4
31 31 0
31 32 0
31 33 0
32 0 3
32 1 4
32 2 3
32 3 0
32 4 0
32 5 0
32 6 2
32 7 1
32 8 2
32 9 0
32 10 0
32 11 0
32 12 3
32 13 0
32 14 3
32 15 1
32 16 3
32 17 0
32 18 0
32 19 0
32 20 0
32 21 0
32 22 1
32 23 0
32 24 5
32 25 5
32 26 0
32 27 4
32 28 0
32 29 0
32 30 4
32 31 0
32 32 0
32 33 1
33 0 3
33 1 5
33 2 5
33 3 5
33 4 0
33 5 2
33 6 3
33 7 5
33 8 1
33 9 0
33 10 2
33 11 5
33 12 0
33 13 0
33 14 4
33 15 0
33 16 0
33 17 0
33 18 0
33 19 5
33 20 5
33 21 0
33 22 4
33 23 0
33 24 4
33 25 0
33 26 0
33 27 3
33 28 5
33 29 3
33 30 0
33 31 0
33 32 2
33 33 0
