32 generic
19 15 0
19 16 3
19 17 1
19 18 0
19 19 5
19 20 4
19 21 2
19 22 3
19 23 0
19 24 4
19 25 1
19 26 0
19 27 3
19 28 4
19 29 2
19 30 0
19 31 2
20 0 3
20 1 4
20 2 1
20 3 0
20 4 0
20 5 0
20 6 1
20 7 1
20 8 0
20 9 3
20 10 0
20 11 3
20 12 0
20 13 0
20 14 3
20 15 2
20 16 2
20 17 0
20 18 3
20 19 0
20 20 5
20 21 5
20 22 3
20 23 0
20 24 0
20 25 2
20 26 3
20 27 2
20 28 3
20 29 2
20 30 4
20 31 0
21 0 0
21 1 0
21 2 3
21 3 1
21 4 2
21 5 3
21 6 4
21 7 2
21 8 5
21 9 1
21 10 4
21 11 1
21 12 0
21 13 0
21 14 4
21 15 3
21 16 0
21 17 4
21 18 0
21 19 0
21 20 2
21 21 0
21 22 3
21 23 0
21 24 0
21 25 3
21 26 0
21 27 1
21 28 0
21 29 3
21 30 0
21 31 3
22 0 3
22 1 4
22 2 0
22 3 1
22 4 0
22 5 0
22 6 3
22 7 0
22 8 5
22 9 1
22 10 0
22 11 1
22 12 3
22 13 2
22 14 3
22 15 4
22 16 2
22 17 2
22 18 3
22 19 3
22 20 0
22 21 3
22 22 0
22 23 3
22 24 0
22 25 1
22 26 3
22 27 3
22 28 0
22 29 3
22 30 0
22 31 1
23 0 2
23 1 2
23 2 4
23 3 0
23 4 2
23 5 5
23 6 2
23 7 3
23 8 0
23 9 0
23 10 2
23 11 2
23 12 0
23 13 0
23 14 2
23 15 0
23 16 0
23 17 4
23 18 0
23 19 2
23 20 2
23 21 3
23 22 4
23 23 0
23 24 0
23 25 1
23 26 3
23 27 1
23 28 3
23 29 1
23 30 0
23 31 0
24 0 3
24 1 1
24 2 4
24 3 5
24 4 2
24 5 2
24 6 5
24 7 1
24 8 1
24 9 2
24 10 2
24 11 3
24 12 3
24 13 4
24 14 3
24 15 3
24 16 5
24 17 4
24 18 0
24 19 3
24 20 4
24 21 5
24 22 0
24 23 1
24 24 5
24 25 0
24 26 3
24 27 0
24 28 3
24 29 1
24 30 1
24 31 0
25 0 1
25 1 0
25 2 3
25 3 0
25 4 1
25 5 5
25 6 0
25 7 5
25 8 0
25 9 5
25 10 4
25 11 5
25 12 1
25 13 1
25 14 1
25 15 2
25 16 5
25 17 5
25 18 3
25 19 4
25 20 1
25 21 3
25 22 2
25 23 4
25 24 3
25 25 2
25 26 2
25 27 2
25 28 4
25 29 0
25 30 0
25 31 0
26 0 5
26 1 5
26 2 0
26 3 1
26 4 1
26 5 0
26 6 3
26 7 1
26 8 2
26 9 3
26 10 5
26 11 3
26 12 0
26 13 5
26 14 0
26 15 3
26 16 0
26 17 4
26 18 4
26 19 3
26 20 0
26 21 0
26 22 2
26 23 5
26 24 0
26 25 5
26 26 1
26 27 3
26 28 5
26 29 0
26 30 4
26 31 0
27 0 4
27 1 5
27 2 2
27 3 0
27 4 3
27 5 0
27 6 5
27 7 0
27 8 4
27 9 0
27 10 3
27 11 3
27 12 0
27 13 4
27 14 2
27 15 3
27 16 5
27 17 2
27 18 0
27 19 4
27 20 1
27 21 5
27 22 2
27 23 4
27 24 0
27 25 5
27 26 1
27 27 0
27 28 2
27 29 5
27 30 1
27 31 4
28 0 2
28 1 3
28 2 0
28 3 0
28 4 0
28 5 5
28 6 4
28 7 3
28 8 0
28 9 3
28 10 2
28 11 4
28 12 2
28 13 1
28 14 2
28 15 0
28 16 0
28 17 5
28 18 0
28 19 4
28 20 1
28 21 5
28 22 1
28 23 4
28 24 3
28 25 1
28 26 0
28 27 2
28 28 1
28 29 1
28 30 1
28 31 2
29 0 3
29 1 3
29 2 5
29 3 5
29 4 3
29 5 2
29 6 0
29 7 3
29 8 0
29 9 0
29 10 1
29 11 0
29 12 2
29 13 5
29 14 2
29 15 2
29 16 0
29 17 0
29 18 0
29 19 0
29 20 0
29 21 1
29 22 0
29 23 2
29 24 0
29 25 1
29 26 0
29 27 0
29 28 2
29 29 2
29 30 0
29 31 4
30 0 3
30 1 1
30 2 0
30 3 3
30 4 2
30 5 1
30 6 2
30 7 2
30 8 5
30 9 5
30 10 5
30 11 1
30 12 1
30 13 4
30 14 0
30 15 2
30 16 2
30 17 3
30 18 2
30 19 2
30 20 5
30 21 4
30 22 1
30 23 1
30 24 2
30 25 0
30 26 4
30 27 1
30 28 3
30 29 2
30 30 5
30 31 1
31 0 0
31 1 1
31 2 1
31 3 1
31 4 0
31 5 3
31 6 5
31 7 5
31 8 2
31 9 0
31 10 0
31 11 0
31 12 0
31 13 3
31 14 0
31 15 3
31 16 0
31 17 2
31 18 5
31 19 2
31 20 3
31 21 4
31 22 3
31 23 3
31 24 5
31 25 3
31 26 5
31 27 5
31 28 3
31 29 3
31 30 2
31 31 0
