35 generic
5 17 2
5 18 0
5 19 3
5 20 0
5 21 1
5 22 0
5 23 4
5 24 0
5 25 2
5 26 0
5 27 4
5 28 3
5 29 0
5 30 4
5 31 0
5 32 0
5 33 2
5 34 0
6 0 0
6 1 4
6 2 0
6 3 0
6 4 0
6 5 0
6 6 4
6 7 0
6 8 0
6 9 2
6 10 5
6 11 3
6 12 3
6 13 4
6 14 1
6 15 0
6 16 0
6 17 0
6 18 0
6 19 2
6 20 2
6 21 2
6 22 0
6 23 1
6 24 1
6 25 4
6 26 1
6 27 4
6 28 1
6 29 1
6 30 0
6 31 0
6 32 3
6 33 2
6 34 4
7 0 0
7 1 0
7 2 3
7 3 0
7 4 4
7 5 1
7 6 1
7 7 0
7 8 0
7 9 0
7 10 4
7 11 0
7 12 4
7 13 0
7 14 0
7 15 5
7 16 0
7 17 0
7 18 5
7 19 5
7 20 3
7 21 1
7 22 0
7 23 3
7 24 4
7 25 0
7 26 0
7 27 0
7 28 0
7 29 0
7 30 5
7 31 5
7 32 0
7 33 1
7 34 2
8 0 0
8 1 0
8 2 5
8 3 3
8 4 4
8 5 0
8 6 0
8 7 0
8 8 0
8 9 2
8 10 4
8 11 3
8 12 2
8 13 4
8 14 2
8 15 0
8 16 0
8 17 1
8 18 2
8 19 1
8 20 1
8 21 0
8 22 0
8 23 0
8 24 0
8 25 0
8 26 2
8 27 1
8 28 0
8 29 0
8 30 0
8 31 0
8 32 2
8 33 0
8 34 0
9 0 3
9 1 0
9 2 0
9 3 0
9 4 4
9 5 3
9 6 5
9 7 0
9 8 2
9 9 1
9 10 5
9 11 2
9 12 3
9 13 1
9 14 4
9 15 5
9 16 0
9 17 0
9 18 1
9 19 0
9 20 0
9 21 2
9 22 5
9 23 1
9 24 0
9 25 1
9 26 0
9 27 4
9 28 0
9 29 0
9 30 0
9 31 1
9 32 5
9 33 1
9 34 3
10 0 5
10 1 0
10 2 5
10 3 0
10 4 5
10 5 2
10 6 5
10 7 0
10 8 0
10 9 4
10 10 1
10 11 5
10 12 0
10 13 4
10 14 0
10 15 0
10 16 1
10 17 3
10 18 3
10 19 1
10 20 0
10 21 0
10 22 0
10 23 1
10 24 3
10 25 2
10 26 0
10 27 5
10 28 0
10 29 0
10 30 4
10 31 2
10 32 0
10 33 2
10 34 5
11 0 0
11 1 0
11 2 0
11 3 2
11 4 0
11 5 4
11 6 0
11 7 0
11 8 2
11 9 4
11 10 0
11 11 0
11 12 2
11 13 1
11 14 4
11 15 1
11 16 0
11 17 0
11 18 3
11 19 5
11 20 0
11 21 0
11 22 3
11 23 5
11 24 4
11 25 3
11 26 0
11 27 0
11 28 2
11 29 0
11 30 5
11 31 1
11 32 4
11 33 5
11 34 3
12 0 4
12 1 5
12 2 3
12 3 4
12 4 3
12 5 4
12 6 1
12 7 0
12 8 0
12 9 0
12 10 4
12 11 3
12 12 0
12 13 0
12 14 2
12 15 0
12 16 4
12 17 0
12 18 3
12 19 0
12 20 0
12 21 0
12 22 0
12 23 0
12 24 1
12 25 4
12 26 0
12 27 0
12 28 1
12 29 0
12 30 5
12 31 0
12 32 5
12 33 2
12 34 0
13 0 5
13 1 5
13 2 3
13 3 5
13 4 5
13 5 1
13 6 0
13 7 0
13 8 0
13 9 1
13 10 0
13 11 0
13 12 0
13 13 0
13 14 5
13 15 0
13 16 0
13 17 0
13 18 0
13 19 0
13 20 5
13 21 0
13 22 1
13 23 0
13 24 3
13 25 4
13 26 3
13 27 0
13 28 5
13 29 1
13 30 0
13 31 4
13 32 0
13 33 0
13 34 4
14 0 0
14 1 0
14 2 0
14 3 1
14 4 3
14 5 0
14 6 0
14 7 0
14 8 0
14 9 0
14 10 3
14 11 2
14 12 0
14 13 2
14 14 3
14 15 0
14 16 4
14 17 2
14 18 4
14 19 0
14 20 2
14 21 2
14 22 4
14 23 5
14 24 4
14 25 1
14 26 0
14 27 2
14 28 0
14 29 4
14 30 4
14 31 0
14 32 4
14 33 1
14 34 0
15 0 4
15 1 1
15 2 0
15 3 0
15 4 1
15 5 0
15 6 0
15 7 5
15 8 0
15 9 3
15 10 0
15 11 0
15 12 5
15 13 0
15 14 2
15 15 2
15 16 2
15 17 5
15 18 0
15 19 3
15 20 1
15 21 3
15 22 0
15 23 4
15 24 0
15 25 1
15 26 4
15 27 0
15 28 4
15 29 0
15 30 5
15 31 5
15 32 0
15 33 5
15 34 0
16 0 0
16 1 5
16 2 5
16 3 3
16 4 0
16 5 4
16 6 4
16 7 5
16 8 0
16 9 0
16 10 3
16 11 2
16 12 4
16 13 0
16 14 0
16 15 4
16 16 4
16 17 5
16 18 0
16 19 2
16 20 5
16 21 4
16 22 0
16 23 2
16 24 0
16 25 0
16 26 0
16 27 0
16 28 2
16 29 0
16 30 0
16 31 4
16 32 4
16 33 5
16 34 0
17 0 5
17 1 0
17 2 1
17 3 0
17 4 0
17 5 1
17 6 0
17 7 2
17 8 3
17 9 5
17 10 1
17 11 0
17 12 0
17 13 0
17 14 0
17 15 0
17 16 0
17 17 0
17 18 3
17 19 2
17 20 1
17 21 3
17 22 2
17 23 3
17 24 1
17 25 5
17 26 0
17 27 3
17 28 0
17 29 0
17 30 2
17 31 0
17 32 5
17 33 5
17 34 0
18 0 1
18 1 5
18 2 4
18 3 4
18 4 0
18 5 0
18 6 0
18 7 0
18 8 0
18 9 1
18 10 4
18 11 0
18 12 5
18 13 2
18 14 0
18 15 0
18 16 0
18 17 0
18 18 0
18 19 0
18 20 0
18 21 0
18 22 1
18 23 5
18 24 0
18 25 5
18 26 0
18 27 0
18 28 1
18 29 5
18 30 3
18 31 2
18 32 0
18 33 0
18 34 0
19 0 5
19 1 5
19 2 0
19 3 1
19 4 3
19 5 1
19 6 0
19 7 1
19 8 2
19 9 4
19 10 0
19 11 4
19 12 5
19 13 2
19 14 5
19 15 0
19 16 0
19 17 3
19 18 5
19 19 0
19 20 2
19 21 0
19 22 5
19 23 3
19 24 0
19 25 0
19 26 0
19 27 0
19 28 0
19 29 0
19 30 5
19 31 0
19 32 0
19 33 4
19 34 3
20 0 0
20 1 2
20 2 0
20 3 0
20 4 0
20 5 5
20 6 0
20 7 0
20 8 3
20 9 0
20 10 0
20 11 0
20 12 3
20 13 2
20 14 0
20 15 0
20 16 5
20 17 3
20 18 0
20 19 1
20 20 4
20 21 4
20 22 1
20 23 3
20 24 0
20 25 2
20 26 4
20 27 2
20 28 0
20 29 1
20 30 2
20 31 0
20 32 0
20 33 0
20 34 0
21 0 4
21 1 0
21 2 0
21 3 5
21 4 0
21 5 0
21 6 2
21 7 0
21 8 3
21 9 1
21 10 0
21 11 4
21 12 1
21 13 0
21 14 2
21 15 3
21 16 0
21 17 5
21 18 0
21 19 0
21 20 3
21 21 0
21 22 3
21 23 0
21 24 0
21 25 4
21 26 0
21 27 0
21 28 0
21 29 0
21 30 3
21 31 0
21 32 5
21 33 0
21 34 3
22 0 0
22 1 1
22 2 3
22 3 3
22 4 0
22 5 1
22 6 0
22 7 0
22 8 0
22 9 0
22 10 0
22 11 0
22 12 0
22 13 4
22 14 4
22 15 5
22 16 0
22 17 0
22 18 1
22 19 1
22 20 4
22 21 0
22 22 2
22 23 3
22 24 0
22 25 2
22 26 0
22 27 2
22 28 0
22 29 5
22 30 4
22 31 2
22 32 1
22 33 0
22 34 1
23 0 2
23 1 0
23 2 3
23 3 5
23 4 2
23 5 0
23 6 0
23 7 0
23 8 3
23 9 0
23 10 0
23 11 0
23 12 0
23 13 1
23 14 0
23 15 0
23 16 3
23 17 4
23 18 0
23 19 0
23 20 0
23 21 0
23 22 5
23 23 5
23 24 3
23 25 0
23 26 0
23 27 0
23 28 2
23 29 0
23 30 3
23 31 3
23 32 0
23 33 0
23 34 3
24 0 4
24 1 0
24 2 0
24 3 0
24 4 0
24 5 5
24 6 2
24 7 0
24 8 3
24 9 5
24 10 0
24 11 0
24 12 0
24 13 0
24 14 2
24 15 0
24 16 2
24 17 5
24 18 1
24 19 1
24 20 2
24 21 0
24 22 0
24 23 5
24 24 0
24 25 5
24 26 0
24 27 0
24 28 4
24 29 0
24 30 0
24 31 2
24 32 3
24 33 2
24 34 0
25 0 0
25 1 5
25 2 4
25 3 0
25 4 0
25 5 0
25 6 0
25 7 1
25 8 0
25 9 2
25 10 0
25 11 0
25 12 0
25 13 3
25 14 1
25 15 5
25 16 0
25 17 3
25 18 0
25 19 0
25 20 1
25 21 0
25 22 0
25 23 0
25 24 0
25 25 1
25 26 0
25 27 2
25 28 0
25 29 0
25 30 2
25 31 1
25 32 0
25 33 0
25 34 2
26 0 2
26 1 2
26 2 3
26 3 5
26 4 4
26 5 0
26 6 0
26 7 1
26 8 1
26 9 0
26 10 2
26 11 0
26 12 1
26 13 4
26 14 0
26 15 0
26 16 2
26 17 5
26 18 0
26 19 1
26 20 1
26 21 0
26 22 0
26 23 2
26 24 3
26 25 0
26 26 0
26 27 1
26 28 0
26 29 0
26 30 0
26 31 0
26 32 3
26 33 5
26 34 1
27 0 2
27 1 2
27 2 0
27 3 2
27 4 3
27 5 2
27 6 0
27 7 0
27 8 2
27 9 0
27 10 1
27 11 5
27 12 0
27 13 0
27 14 0
27 15 0
27 16 0
27 17 1
27 18 0
27 19 0
27 20 0
27 21 1
27 22 0
27 23 0
27 24 0
27 25 1
27 26 0
27 27 1
27 28 2
27 29 3
27 30 1
27 31 3
27 32 5
27 33 2
27 34 2
28 0 0
28 1 0
28 2 2
28 3 0
28 4 0
28 5 4
28 6 0
28 7 0
28 8 3
28 9 2
28 10 0
28 11 2
28 12 0
28 13 2
28 14 4
28 15 4
28 16 0
28 17 0
28 18 5
28 19 5
28 20 5
28 21 0
28 22 4
28 23 0
28 24 3
28 25 4
28 26 0
28 27 4
28 28 5
28 29 3
28 30 2
28 31 5
28 32 0
28 33 0
28 34 0
29 0 0
29 1 0
29 2 0
29 3 0
29 4 0
29 5 0
29 6 0
29 7 0
29 8 0
29 9 0
29 10 2
29 11 1
29 12 0
29 13 4
29 14 0
29 15 0
29 16 0
29 17 0
29 18 0
29 19 0
29 20 0
29 21 0
29 22 1
29 23 0
29 24 2
29 25 0
29 26 5
29 27 5
29 28 0
29 29 3
29 30 0
29 31 2
29 32 4
29 33 4
29 34 1
30 0 3
30 1 0
30 2 0
30 3 4
30 4 2
30 5 4
30 6 1
30 7 0
30 8 0
30 9 0
30 10 2
30 11 2
30 12 0
30 13 4
30 14 0
30 15 0
30 16 5
30 17 4
30 18 1
30 19 1
30 20 4
30 21 1
30 22 2
30 23 2
30 24 0
30 25 4
30 26 0
30 27 1
30 28 1
30 29 0
30 30 0
30 31 0
30 32 0
30 33 0
30 34 0
31 0 0
31 1 0
31 2 5
31 3 0
31 4 2
31 5 1
31 6 0
31 7 3
31 8 3
31 9 0
31 10 0
31 11 2
31 12 4
31 13 0
31 14 4
31 15 0
31 16 0
31 17 0
31 18 5
31 19 0
31 20 2
31 21 0
31 22 0
31 23 3
31 24 2
31 25 0
31 26 4
31 27 0
31 28 0
31 29 5
31 30 5
31 31 4
31 32 0
31 33 2
31 34 1
32 0 2
32 1 0
32 2 2
32 3 0
32 4 5
32 5 0
32 6 0
32 7 4
32 8 4
32 9 0
32 10 0
32 11 5
32 12 2
32 13 2
32 14 0
32 15 5
32 16 4
32 17 0
32 18 0
32 19 0
32 20 4
32 21 1
32 22 0
32 23 0
32 24 5
32 25 3
32 26 0
32 27 1
32 28 0
32 29 2
32 30 3
32 31 1
32 32 4
32 33 4
32 34 0
33 0 5
33 1 0
33 2 0
33 3 0
33 4 0
33 5 0
33 6 2
33 7 3
33 8 4
33 9 0
33 10 1
33 11 0
33 12 0
33 13 2
33 14 0
33 15 0
33 16 4
33 17 4
33 18 0
33 19 0
33 20 0
33 21 4
33 22 2
33 23 0
33 24 0
33 25 0
33 26 0
33 27 0
33 28 0
33 29 0
33 30 0
33 31 5
33 32 0
33 33 0
33 34 0
34 0 0
34 1 4
34 2 0
34 3 5
34 4 0
34 5 4
34 6 0
34 7 0
34 8 1
34 9 0
34 10 1
34 11 3
34 12 4
34 13 0
34 14 0
34 15 4
34 16 2
34 17 2
34 18 0
34 19 5
34 20 0
34 21 3
34 22 0
34 23 5
34 24 0
34 25 0
34 26 4
34 27 0
34 28 0
34 29 2
34 30 2
34 31 0
34 32 2
34 33 0
34 34 5
