36 generic
7 9 2
7 10 0
7 11 4
7 12 0
7 13 1
7 14 0
7 15 4
7 16 5
7 17 3
7 18 4
7 19 3
7 20 5
7 21 0
7 22 0
7 23 2
7 24 1
7 25 1
7 26 0
7 27 4
7 28 0
7 29 1
7 30 3
7 31 1
7 32 1
7 33 3
7 34 1
7 35 0
8 0 4
8 1 1
8 2 5
8 3 5
8 4 0
8 5 4
8 6 2
8 7 2
8 8 5
8 9 2
8 10 0
8 11 1
8 12 5
8 13 5
8 14 5
8 15 5
8 16 2
8 17 3
8 18 0
8 19 5
8 20 4
8 21 0
8 22 2
8 23 0
8 24 3
8 25 1
8 26 0
8 27 4
8 28 2
8 29 2
8 30 1
8 31 1
8 32 1
8 33 0
8 34 0
8 35 0
9 0 4
9 1 1
9 2 0
9 3 4
9 4 0
9 5 2
9 6 0
9 7 0
9 8 4
9 9 2
9 10 1
9 11 3
9 12 3
9 13 0
9 14 1
9 15 0
9 16 1
9 17 4
9 18 2
9 19 1
9 20 0
9 21 2
9 22 4
9 23 3
9 24 2
9 25 5
9 26 0
9 27 0
9 28 3
9 29 4
9 30 3
9 31 0
9 32 0
9 33 2
9 34 5
9 35 1
10 0 3
10 1 0
10 2 1
10 3 0
10 4 0
10 5 2
10 6 4
10 7 2
10 8 5
10 9 0
10 10 1
10 11 5
10 12 2
10 13 5
10 14 0
10 15 2
10 16 1
10 17 1
10 18 4
10 19 4
10 20 5
10 21 0
10 22 3
10 23 0
10 24 3
10 25 0
10 26 5
10 27 3
10 28 4
10 29 3
10 30 1
10 31 4
10 32 0
10 33 3
10 34 0
10 35 5
11 0 0
11 1 1
11 2 0
11 3 2
11 4 0
11 5 1
11 6 5
11 7 0
11 8 2
11 9 5
11 10 0
11 11 5
11 12 0
11 13 4
11 14 3
11 15 0
11 16 3
11 17 1
11 18 0
11 19 2
11 20 3
11 21 2
11 22 2
11 23 2
11 24 3
11 25 2
11 26 0
11 27 2
11 28 0
11 29 1
11 30 1
11 31 2
11 32 0
11 33 5
11 34 3
11 35 0
12 0 1
12 1 2
12 2 2
12 3 1
12 4 1
12 5 2
12 6 5
12 7 5
12 8 1
12 9 0
12 10 2
12 11 5
12 12 5
12 13 0
12 14 1
12 15 4
12 16 5
12 17 3
12 18 2
12 19 0
12 20 2
12 21 0
12 22 2
12 23 4
12 24 5
12 25 4
12 26 0
12 27 0
12 28 4
12 29 2
12 30 1
12 31 0
12 32 3
12 33 0
12 34 3
12 35 5
13 0 1
13 1 2
13 2 5
13 3 0
13 4 2
13 5 1
13 6 0
13 7 0
13 8 3
13 9 0
13 10 2
13 11 0
13 12 3
13 13 2
13 14 2
13 15 0
13 16 1
13 17 0
13 18 1
13 19 5
13 20 0
13 21 2
13 22 5
13 23 0
13 24 1
13 25 5
13 26 1
13 27 3
13 28 0
13 29 5
13 30 0
13 31 0
13 32 3
13 33 5
13 34 5
13 35 0
14 0 2
14 1 1
14 2 2
14 3 5
14 4 0
14 5 0
14 6 2
14 7 1
14 8 5
14 9 0
14 10 0
14 11 2
14 12 4
14 13 0
14 14 0
14 15 0
14 16 1
14 17 5
14 18 0
14 19 0
14 20 4
14 21 3
14 22 1
14 23 5
14 24 4
14 25 1
14 26 5
14 27 2
14 28 3
14 29 4
14 30 0
14 31 1
14 32 3
14 33 0
14 34 0
14 35 1
15 0 0
15 1 3
15 2 2
15 3 3
15 4 3
15 5 4
15 6 0
15 7 1
15 8 2
15 9 4
15 10 3
15 11 1
15 12 0
15 13 3
15 14 1
15 15 3
15 16 1
15 17 0
15 18 3
15 19 3
15 20 1
15 21 0
15 22 2
15 23 3
15 24 3
15 25 2
15 26 3
15 27 5
15 28 2
15 29 0
15 30 4
15 31 2
15 32 3
15 33 5
15 34 2
15 35 4
16 0 3
16 1 0
16 2 4
16 3 0
16 4 0
16 5 1
16 6 2
16 7 3
16 8 0
16 9 0
16 10 3
16 11 0
16 12 4
16 13 3
16 14 3
16 15 1
16 16 0
16 17 0
16 18 1
16 19 2
16 20 0
16 21 2
16 22 5
16 23 3
16 24 0
16 25 4
16 26 3
16 27 2
16 28 0
16 29 1
16 30 0
16 31 4
16 32 2
16 33 2
16 34 2
16 35 5
17 0 1
17 1 2
17 2 5
17 3 5
17 4 0
17 5 2
17 6 5
17 7 0
17 8 1
17 9 0
17 10 1
17 11 0
17 12 0
17 13 2
17 14 1
17 15 2
17 16 0
17 17 0
17 18 1
17 19 2
17 20 3
17 21 3
17 22 1
17 23 5
17 24 5
17 25 4
17 26 4
17 27 3
17 28 5
17 29 2
17 30 5
17 31 5
17 32 3
17 33 4
17 34 0
17 35 2
18 0 4
18 1 5
18 2 0
18 3 5
18 4 0
18 5 0
18 6 0
18 7 4
18 8 2
18 9 1
18 10 4
18 11 4
18 12 2
18 13 3
18 14 4
18 15 5
18 16 2
18 17 0
18 18 3
18 19 0
18 20 2
18 21 1
18 22 0
18 23 3
18 24 5
18 25 1
18 26 0
18 27 0
18 28 2
18 29 5
18 30 0
18 31 0
18 32 2
18 33 0
18 34 0
18 35 0
19 0 1
19 1 0
19 2 0
19 3 5
19 4 0
19 5 3
19 6 0
19 7 4
19 8 3
19 9 0
19 10 0
19 11 5
19 12 4
19 13 0
19 14 4
19 15 0
19 16 1
19 17 1
19 18 4
19 19 2
19 20 1
19 21 1
19 22 2
19 23 0
19 24 1
19 25 0
19 26 0
19 27 4
19 28 3
19 29 0
19 30 0
19 31 2
19 32 3
19 33 4
19 34 3
19 35 0
20 0 2
20 1 5
20 2 1
20 3 1
20 4 5
20 5 4
20 6 0
20 7 2
20 8 1
20 9 3
20 10 1
20 11 5
20 12 0
20 13 5
20 14 2
20 15 0
20 16 4
20 17 0
20 18 0
20 19 4
20 20 0
20 21 3
20 22 1
20 23 3
20 24 2
20 25 0
20 26 1
20 27 4
20 28 0
20 29 1
20 30 0
20 31 4
20 32 0
20 33 2
20 34 2
20 35 2
21 0 4
21 1 1
21 2 0
21 3 4
21 4 4
21 5 1
21 6 5
21 7 4
21 8 5
21 9 5
21 10 4
21 11 4
21 12 4
21 13 3
21 14 0
21 15 1
21 16 0
21 17 1
21 18 2
21 19 3
21 20 5
21 21 5
21 22 2
21 23 0
21 24 2
21 25 5
21 26 2
21 27 3
21 28 1
21 29 0
21 30 2
21 31 4
21 32 1
21 33 4
21 34 5
21 35 5
22 0 5
22 1 0
22 2 4
22 3 2
22 4 0
22 5 3
22 6 4
22 7 0
22 8 1
22 9 2
22 10 0
22 11 0
22 12 3
22 13 5
22 14 1
22 15 2
22 16 0
22 17 5
22 18 3
22 19 0
22 20 2
22 21 3
22 22 2
22 23 3
22 24 0
22 25 5
22 26 4
22 27 4
22 28 1
22 29 2
22 30 5
22 31 0
22 32 1
22 33 5
22 34 2
22 35 5
23 0 1
23 1 4
23 2 1
23 3 0
23 4 5
23 5 4
23 6 3
23 7 0
23 8 0
23 9 2
23 10 2
23 11 5
23 12 0
23 13 0
23 14 3
23 15 5
23 16 4
23 17 0
23 18 0
23 19 4
23 20 0
23 21 2
23 22 3
23 23 1
23 24 3
23 25 3
23 26 0
23 27 1
23 28 0
23 29 4
23 30 2
23 31 2
23 32 4
23 33 3
23 34 1
23 35 0
24 0 1
24 1 1
24 2 1
24 3 4
24 4 4
24 5 1
24 6 4
24 7 3
24 8 5
24 9 4
24 10 4
24 11 0
24 12 0
24 13 1
24 14 0
24 15 4
24 16 2
24 17 0
24 18 0
24 19 2
24 20 3
24 21 3
24 22 1
24 23 4
24 24 2
24 25 3
24 26 0
24 27 2
24 28 0
24 29 5
24 30 4
24 31 5
24 32 0
24 33 3
24 34 3
24 35 0
25 0 5
25 1 2
25 2 0
25 3 1
25 4 4
25 5 0
25 6 0
25 7 5
25 8 5
25 9 0
25 10 0
25 11 0
25 12 3
25 13 5
25 14 5
25 15 5
25 16 0
25 17 0
25 18 4
25 19 1
25 20 2
25 21 0
25 22 5
25 23 4
25 24 3
25 25 5
25 26 1
25 27 4
25 28 5
25 29 2
25 30 0
25 31 5
25 32 0
25 33 0
25 34 4
25 35 5
26 0 4
26 1 0
26 2 0
26 3 5
26 4 4
26 5 5
26 6 5
26 7 2
26 8 3
26 9 2
26 10 0
26 11 2
26 12 1
26 13 0
26 14 5
26 15 3
26 16 2
26 17 0
26 18 0
26 19 5
26 20 0
26 21 4
26 22 2
26 23 4
26 24 1
26 25 3
26 26 0
26 27 2
26 28 2
26 29 5
26 30 3
26 31 5
26 32 1
26 33 3
26 34 0
26 35 2
27 0 3
27 1 4
27 2 3
27 3 4
27 4 0
27 5 0
27 6 1
27 7 1
27 8 3
27 9 4
27 10 0
27 11 4
27 12 3
27 13 2
27 14 0
27 15 1
27 16 5
27 17 5
27 18 3
27 19 5
27 20 0
27 21 0
27 22 2
27 23 3
27 24 1
27 25 1
27 26 5
27 27 2
27 28 3
27 29 4
27 30 0
27 31 3
27 32 1
27 33 2
27 34 4
27 35 5
28 0 0
28 1 0
28 2 1
28 3 3
28 4 0
28 5 1
28 6 1
28 7 4
28 8 0
28 9 2
28 10 2
28 11 4
28 12 0
28 13 1
28 14 1
28 15 5
28 16 1
28 17 2
28 18 3
28 19 0
28 20 4
28 21 2
28 22 4
28 23 5
28 24 1
28 25 1
28 26 0
28 27 0
28 28 2
28 29 3
28 30 1
28 31 5
28 32 0
28 33 4
28 34 1
28 35 3
29 0 3
29 1 2
29 2 4
29 3 1
29 4 0
29 5 0
29 6 1
29 7 4
29 8 2
29 9 1
29 10 4
29 11 3
29 12 3
29 13 4
29 14 3
29 15 2
29 16 5
29 17 2
29 18 0
29 19 1
29 20 4
29 21 5
29 22 1
29 23 2
29 24 3
29 25 4
29 26 0
29 27 3
29 28 4
29 29 0
29 30 0
29 31 0
29 32 2
29 33 0
29 34 3
29 35 5
30 0 4
30 1 5
30 2 3
30 3 4
30 4 0
30 5 0
30 6 0
30 7 0
30 8 5
30 9 4
30 10 3
30 11 0
30 12 1
30 13 0
30 14 2
30 15 1
30 16 1
30 17 3
30 18 0
30 19 0
30 20 2
30 21 5
30 22 0
30 23 3
30 24 3
30 25 0
30 26 3
30 27 5
30 28 5
30 29 3
30 30 2
30 31 4
30 32 1
30 33 2
30 34 2
30 35 4
31 0 5
31 1 1
31 2 0
31 3 4
31 4 1
31 5 0
31 6 2
31 7 1
31 8 3
31 9 4
31 10 1
31 11 3
31 12 3
31 13 0
31 14 1
31 15 4
31 16 1
31 17 1
31 18 2
31 19 1
31 20 5
31 21 3
31 22 5
31 23 2
31 24 4
31 25 1
31 26 3
31 27 3
31 28 5
31 29 0
31 30 5
31 31 5
31 32 4
31 33 4
31 34 4
31 35 3
32 0 0
32 1 5
32 2 0
32 3 4
32 4 5
32 5 0
32 6 4
32 7 5
32 8 3
32 9 5
32 10 3
32 11 3
32 12 0
32 13 1
32 14 3
32 15 1
32 16 3
32 17 4
32 18 2
32 19 2
32 20 4
32 21 0
32 22 0
32 23 2
32 24 3
32 25 5
32 26 2
32 27 0
32 28 0
32 29 2
32 30 4
32 31 2
32 32 4
32 33 5
32 34 1
32 35 0
33 0 0
33 1 2
33 2 2
33 3 5
33 4 1
33 5 3
33 6 3
33 7 0
33 8 4
33 9 2
33 10 4
33 11 0
33 12 3
33 13 2
33 14 4
33 15 0
33 16 2
33 17 3
33 18 3
33 19 0
33 20 3
33 21 4
33 22 3
33 23 0
33 24 0
33 25 0
33 26 1
33 27 1
33 28 0
33 29 1
33 30 1
33 31 0
33 32 4
33 33 2
33 34 3
33 35 2
34 0 0
34 1 5
34 2 0
34 3 0
34 4 3
34 5 0
34 6 5
34 7 5
34 8 3
34 9 5
34 10 2
34 11 5
34 12 1
34 13 3
34 14 3
34 15 2
34 16 0
34 17 0
34 18 2
34 19 4
34 20 1
34 21 0
34 22 3
34 23 3
34 24 2
34 25 0
34 26 0
34 27 1
34 28 2
34 29 0
34 30 4
34 31 1
34 32 5
34 33 3
34 34 0
34 35 0
35 0 5
35 1 3
35 2 5
35 3 3
35 4 2
35 5 5
35 6 1
35 7 5
35 8 0
35 9 0
35 10 3
35 11 1
35 12 3
35 13 5
35 14 5
35 15 2
35 16 0
35 17 1
35 18 2
35 19 5
35 20 1
35 21 4
35 22 3
35 23 3
35 24 0
35 25 1
35 26 2
35 27 3
35 28 3
35 29 3
35 30 3
35 31 1
35 32 5
35 33 2
35 34 4
35 35 4
